domain,cluster_id,cluster_phish_rate,cluster_risk_label,url_count,phish_count
104.168.7.23,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
104.168.7.25,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
104.243.129.2,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
104.243.38.54,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
104.49.178.39:41199,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
105.156.165.236:47194,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
105.159.183.75:41910,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
106.35.56.128:40590,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
106.41.26.253:35483,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
107.152.38.16,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
107.172.130.147,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
107.172.148.201,1,0.0,LOW RISK — Legitimate,1,0
107.172.60.29,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
107.173.192.135,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
107.175.113.209,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
107.175.31.202,0,0.0004137360364087712,LOW RISK — Legitimate,3,0
107.175.75.9,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
109.108.84.121:28531,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
109.186.202.229:35421,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
109.186.52.81:60956,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.166.211.252:49537,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.178.38.108:35678,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.181.109.194:37292,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.181.111.195:38237,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.182.242.163:45841,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.183.16.197:41529,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.183.17.130:59521,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.183.22.106:48602,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.183.27.193:52541,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
110.4.2.45:37195,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
111.220.68.169:45859,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
111.229.187.190:8442,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
111.38.106.19:59476,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
111.38.123.165:48250,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.113.105.153:46349,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.113.206.79:48384,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.226.111.70:33078,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.239.100.128:46270,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.239.96.61:51089,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.247.240.136:44044,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.247.86.215:34969,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.0.132:37995,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.100.151:39724,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.111.119:36350,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.112.199:54582,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.185.100:51045,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.186.10:34096,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.187.250:47311,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.248.81.210:58703,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.249.216.109:48548,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.25.237.54:55811,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.254.54.89:35832,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
112.51.178.143:45634,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.110.200.244:57896,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.116.144.56:36472,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.118.15.38:52517,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.221.31.214:46701,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.135.120:54141,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.149.194:42625,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.149.245:58119,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.150.236:42725,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.151.93:50723,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.228.154.197:40339,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.230.249.255:44847,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.230.61.213:36367,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.230.96.244:42003,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.231.106.8:57286,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.231.234.208:42309,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.231.243.243:44129,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.231.85.11:42588,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.233.170.151:44380,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.236.156.211:56579,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.236.156.236:39863,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.236.158.61:42653,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.3.207:60970,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.49.110:51639,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.5.230:60970,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.56.246:45617,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.60.232:59078,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.62.46:43351,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.96.249:55558,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.237.97.179:36147,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.238.12.72:43320,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.238.167.136:43614,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.239.126.184:34069,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.239.220.119:60954,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.239.251.20:38217,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.24.186.8:38326,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.26.230.184:49474,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.26.84.16:58882,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.75.112.85:48277,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.90.245.82:51525,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
113.99.201.225:56539,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
114.132.159.247:7777,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
114.217.206.3:59069,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
114.227.34.135:37961,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.159.72.226:666,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
115.167.49.112:53111,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.245.112.26:20671,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.48.132.27:43273,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.48.149.179:42165,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
115.48.153.195:40753,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.48.160.21:37548,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.100.227:41694,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.209.207:45614,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.211.102:54401,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.24.171:57671,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.24.181:34558,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.25.238:52864,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.65.19:59900,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.66.164:58137,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.49.78.81:59423,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.158.253:39774,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.17.150:45328,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.182.201:35105,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.190.185:36737,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.208.252:51360,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.210.107:34387,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.217.184:40447,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.222.158:43265,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.26.128:45624,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.38.254:58060,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.38.70:38740,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.65.160:49901,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.66.249:42712,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.70.42:37724,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.50.84.118:35716,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.51.29.133:55808,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.52.0.48:45656,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.52.240.159:45780,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.52.26.194:46809,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.53.193.85:48008,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.53.198.73:47565,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.53.232.111:51779,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.54.126.34:39815,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.54.131.5:51648,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.54.162.127:47893,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.54.163.165:57602,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.54.238.165:35973,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.11.113:40834,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.183.188:52740,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.217.241:35051,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.217.51:42915,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.36.110:36598,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.40.186:47040,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.5.34:52282,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.56.194:53034,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.57.6:49967,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.58.90:50329,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.55.94.176:56843,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.123.219:60072,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.152.180:40687,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.158.90:40554,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.161.143:53194,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.168.212:51480,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.168.217:51480,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.181.231:55251,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.56.14:42094,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.56.99.89:34943,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.57.160.109:34740,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.57.163.120:39995,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.57.25.79:60265,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.11.92:47048,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.123.201:46781,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.130.12:54610,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.131.190:56568,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.156.252:40876,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.169.197:55097,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.58.86.105:41673,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.59.92.193:56569,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.59.92.92:57567,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.60.219.99:34740,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.60.253.195:53584,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.61.97.186:55839,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.63.182.172:36733,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
115.63.48.224:43218,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.138.217.115:57026,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.138.245.95:43413,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.139.177.35:50723,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.139.187.198:55461,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.139.53.125:37071,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.139.72.168:35685,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.140.114.81:53211,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.140.166.129:51894,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.2.32.241:39327,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.202.0.195,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.231.164.50:55696,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.3.137.172:34334,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.48.102.33,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.73.218.130:60075,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
116.74.46.32:51607,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.146.92.46:54229,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.192.233.223:50598,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.192.234.135:37597,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.192.34.92:50475,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.192.39.81:52492,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.192.63.68:43349,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.108.90:58661,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.131.76:41318,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.147.177:51254,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.159.104:39189,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.171.46:46850,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.172.66:60103,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.175.67:39711,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.193.248.8:38322,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.194.14.37:40868,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.194.211.28:47276,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.136.168:42049,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.137.220:36767,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.149.172:36648,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.151.36:36648,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.168.85:60053,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.170.65:36882,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.171.233:45773,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.172.136:38690,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.174.129:41831,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.233.224:36956,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.241.96:52254,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.242.190:34831,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.250.27:57121,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.252.124:41026,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.252.215:57958,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.253.191:43371,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.254.182:40789,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.85.144:59224,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.195.91.236:40233,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.100.63:48950,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.127.68:40049,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.128.143:59625,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.160.127:50554,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.160.128:54327,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.160.43:55671,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.169.72:48787,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.171.61:45514,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.173.143:52377,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.173.30:42734,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.196.174.178:33550,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.133.50:47665,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.162.133:41968,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.170.166:46326,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.171.100:56189,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.173.70:52057,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.217.48:55956,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.27.77:60024,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.197.30.245:51317,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.11.149:55803,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.11.17:53857,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.12.250:33090,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.15.129:44861,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.16.207:32926,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.18.38:36983,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.20.113:51368,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
117.198.242.86:48224,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.245.63:35333,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
117.198.249.146:38572,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.53.121:48381,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.198.53.20:40415,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.199.123.217:37676,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.155.86:49000,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.159.140:48378,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.183.234:35396,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.186.215:40510,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.189.23:35473,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.217.141:48899,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.222.206:35367,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.86.140:46551,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.91.24:35250,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.200.93.198:36147,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.108.224:48116,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.108.84:37248,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
117.201.111.212:41605,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.12.127:38885,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.13.98:57170,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.16.102:51761,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.182.59:50988,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.226.242:32902,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.3.229:52055,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.201.8.89:40549,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.202.70.199:53344,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.202.79.221:57683,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.202.92.145:53779,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.203.118.254:55615,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.203.123.147:56686,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.203.137.175:60960,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.203.143.106:60945,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.203.57.17:56373,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.204.225.112:47310,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.204.64.79:40818,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.204.67.66:59568,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.204.68.119:47792,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.204.69.6:53832,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.171.67:35702,0,0.0004137360364087712,LOW RISK — Legitimate,2,0
117.205.41.242:54615,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.57.20:35765,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.58.158:60182,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.59.177:42653,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.63.19:53633,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.205.63.82:55339,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.129.36:51957,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.136.84:50973,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.141.183:53563,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.176.247:56588,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.177.197:60182,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.179.79:60676,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.180.23:54005,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.183.39:60182,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.185.87:35838,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.187.77:58860,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.189.216:58658,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.19.34:46661,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.190.148:39815,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.191.45:33571,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.219.228:58462,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.24.15:37903,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.24.160:44421,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
117.206.30.215:45234,0,0.0004137360364087712,LOW RISK — Legitimate,1,0
